,index,tweet,target
1164,117,神 えこひいき さ れ 過ぎ 男 コム ドット やまと,1
1165,118,ABEMA 0 周年 アンバサダー なり カマ す お 楽しみ PR,1
1166,119,もし この世 イケメン 罪 罪 あっ 俺 確実 無期懲役 なる,1
1167,120,名言 カレンダー 作っ 欲しい 言わ れる ナチュラル 吐く 言葉 名言 なっ しまう カレンダー 広辞苑 ばり 厚 さ なっ しまい そう,1
1168,121,足 歩兵 サイズ 草 樂,1
1169,122,コム ドット やまと 好き ところ 知り,1
1170,123,時代 俺 来れ よう 是非 瞬足 プレゼント し あげ,1
1171,124,軽く 日頃 行い 猛 反し,1
1172,125,ファン みんな 友達 LINE くれ ありがとう 動画 作っ くれ ありがとう メッセージ くれ ありがとう 俺 生まれ き くれ ありがとう やまと 生誕祭,1
1173,126,今日の動画 パワハラ 告発 みたい 発言 多かっ 夜 集合 お願い し,1
1174,127,太陽 俺 眩し がっ いる,1
1175,128,向かい風 俺 吹い いく,1
1176,129,追い風 俺 追いつけ,1
1177,130,自分たち 青春 自分たち 守る 腐っ 大人 手 届か ところ 駆け 上がる,1
1178,131,地元 ノリ 愛し てる,1
1179,132,参加 さ せ いただき ありがとう,1
1180,133,なんで 君 そっち 側,1
1181,134,アンチ 方 シャイ 毎日 よう 僕 悪口 ネット 書き込ん 大々的 広告 打っ くれ てる 請求書 送り先 聞い こ もん,1
1182,135,自分 人生 納得 いっ て 頑張っ 経験 ない 僕 ツイート 見 恥ずかしい 感じる 何 始める 遅 すぎる こと ない 僕 言葉 明日 生きる 足場 し くれ 幸い,1
1183,136,お母さん 製作費 出し ください,1
1184,137,毛 濃 そう 草,1
1185,138,虎視眈々,1
1186,139,コム ドット 決して 勢い ここ 来 わけ 常に 虎視眈々 上 目指し 現実 目 逸らさ 結果 今 派手 見える しれ 地道 YouTube 投稿 続け き 基礎 体力 異次元 簡単 売れ 本当に よかっ,1
1187,140,空 きっ 歯 草,1
1188,141,風当たり 強 さ 伸び しろ,1
1189,142,最高 友達 いる 俺 最強,1
1190,143,この 後 浦田 画期的 製品 開発 する みたい ドラマ 始まり そう 草,1
1191,144,現状 全く 満足 でき 聞か れる 自分 上手く 言葉 でき もっと 上 いき 衝動 疲労 し はず 体 突き 動かす 睡眠 食事 二の次 いい 今 上 あがる ため 全て 神経 使う 決め てる,1
1192,145,多分 自己肯定感 判断 し ん 樂,1
1193,146,俺 家 その 靴下 忘れ て 勢い よく 捨て おい,1
1194,147,コム ドット 顔 ここ 来 てる 勘違い し てる 方 本質 捉える センス ない 視聴者 まだしも クリエイター そう 思っ てる 人 いる 全く もっ 分析 足り て 売れる こと 根幹 外し てる 俺 ら 常に 人 予想 枠 飛び越える 集団 隙 なく 我 恐ろしい,1
1195,148,虫眼鏡 さん 動画 拝見 さ せ いただき やはり トップ 人 肝 据わっ い カッコ いい 思い その 上 絶対 負け 思っ ライバル 認め 貰える YouTube 頑張ろ 思い ファン 人 同士 言い争う の もう 辞め 欲しい 結果 見せ れる よう 奮闘 し,1
1196,149,ゆう 君 最近 SNS 更新 頻度 高く 萌,1
1197,150,元々 コム ドット 毎日 投稿 始め の この 0 人 影響 YouTuber なる 前 見 い 無人島 企画 参加 さ せ もらえ の 本当に 嬉しかっ 周り 腰 低 さ YouTube ストイック さ 沢山 勉強 さ せ もらい これから 沢山 可愛 がっ もらい,1
1198,151,いい 写真 あむ ぎり,1
1199,152,常に クリエイティブ 世界 破壊 再生 繰り返し 時代 動い 行く YouTuber こう ある みたい 固定 概念 全部 ぶち壊し 前 進む 新しい時代 俺 ら 創る,1
1200,153,地元 ノリ 全国 俺 深夜 コンビニ ダベ っ 朝 将来 話し 昔 動画 見 死ぬ 笑っ できる 地元 大好き その ノリ 全国 轟かす ため YouTube やっ てる どんなに コケ こいつ ら 笑っ くれる 俺 無敵 いれる この ノリ レペゼン し 必ず 日本 獲る,1
1201,154,ご 教授 ください,1
1202,155,その 感じ 詐欺 気をつけ,1
1203,156,ネタバラシ 早 さ 堂本,1
1204,157,めちゃくちゃ 楽しみ し 朗朗,1
1205,158,毎日 一緒に 仕事 する の 地元 仲間 マネージャー 高校 友達 カメラマン デザイナー 動画 クリエイター 全員 友達 友達 仕事 する 大学生 幻想 みたい 形 し 時 本当に 痺れる 生き てる 感覚 ビリビリ くる 時間 労力 かかる 俺 この スタイル 好き,1
1206,159,BOZ さん ありがとう,1
1207,160,YouTuber なっ 本当に 良かっ 革命 コラボウィーク 終え 達成感 シンプル 最高 感情 残っ 沢山 クリエイター 会っ もっともっと 一緒 YouTube 盛り上げ 思っ HIKAKIN さん かけ くださっ 期待 何 億 倍 し YouTube 還元 し YouTuber イケてる,1
1208,161,早く 出し しょうが ない 蠟蠟,1
1209,162,あと 道 あけろ 言っ とい コラボ し て ダサい 言っ てる 人 多い 全く もっ 的 射 い 俺 ら 最先端 色んな こと 感じ 考え方 アップデート し 前 進み 続け てる 家 遠隔 人 揚げ足 とっ てる 奴 方 0倍 ダサい 自分 足元 見,1
1210,163,覇王 お 言葉 ありがたい 一緒に YouTube 盛り上げ させ 下さい,1
1211,164,貧乳 女子大 泣き 草,1
1212,165,浮気 草,1
1213,166,道 あけろ 発言 し 0 ヶ月 沢山 YouTuber 方 会っ 一緒に 新しい時代 作り 思っ 考え 変える こと 恥ずかしい 思わ あの 発言 色んな 人 引き寄せ くれ 誇り 思っ いる 目指す 時代 先頭 もっと 熱く し やる YouTube,1
1214,167,ごめんなさい イケメン すぎ 時 差出 ちゃい,1
1215,168,意識 する の 鼻 笑う の 女性 先輩 ツッコミ づらい 控え 下さい,1
1216,169,それ メンバー 言っ 無視 さ れ ツイート した ウケる,1
1217,170,着眼点 独特 ぶっ 樂樂,1
1218,171,頑張っ 混ざれ 笑,1
1219,172,咲く 場所 咲き 方 自分 選ぶ 自分 人生 誰 邪魔 さ せ,1
1220,173,どう 見 君 モンスターペアレント 顔 樂,1
1221,174,最前列 いる くせ 余裕 赤点 顔 君,1
1222,175,今日 レジェンド 先輩 コラボ 撮影 YouTube 始める 前 視聴 者 見 て ずっと 追いかけ 続け やってき 胸 熱く なっ コム ドット 一緒に 動画 撮ら せ もらう 大きく なっ こと 誇り 思っ YouTube こと もっと 好き なっ もっともっと YouTube 盛り上げる,1
1223,176,不甲斐な さ 極み 草,1
1224,177,YouTube 界 革命 起こす 今日 0 週間 連続 超 豪華 コラボ 動画 あげ 過去最大 イベント 楽しん ください コム ドット 革命,1
1225,178,注意喚起 僕 偽物 大金 配っ てる よう どうか 皆さん 騙さ れ よう お願い し お金 配れ 僕 明日 生きる 土台 なる よう 言葉 Twitter 上 無料配布 し おり 刑務所 入っ 僕 ツイート 見れ なる 偽物 同情 し 教え くれ みんな ありがとう,1
1226,179,結局 ぼん 見 てる 浦田 渡辺 下っ腹 出て 可哀想 思っ,1
1227,180,昨日 ストーリー 件 自分 未熟 さ ゆえ 医療従事者 自粛 し いる 方 不快 思い さ せ ごめんなさい いつも 応援 し くれ てる ファン みんな ガッカリ さ せ ごめんなさい 自分 行動 しっかり 反省 し これから 真摯 YouTube 活動 し いき 思い,1
1228,181,ひろ おめでとう な! 今年 いい 年 しよ,1
1229,182,革命 あと 0 日,1
1230,183,俺 ら 前人未到 成し遂げる お前 ら 無理 言葉 的外れ やる の お前 俺 ら,1
1231,184,あれだけ 言う なっ 言っ,1
1232,185,まぁまぁ 凄い 録画 予約 し,1
1233,186,ゆう Happy Birthday 0 年 前 意 決して YouTube 始め 俺 ら 流石 すぎ 言葉 今年 一緒 ぶち カマ し いこ 0 年 前 クソイキ 草,1
1234,187,闘志 着火 し くれる 音楽 五 文 銭 MOROHA 革命 MOROHA 欲望 満ち 青年団 ONE OK ROCK 意識 ハ 冴 エテ KID NATHAN Jinmenusagi 今日 この 音楽 たち 何回 踏ん張ら させ もらっ,1
1235,188,幸せ お裾分け でき 僕 幸せ 宗教 みたい 草,1
1236,189,自分本位 生きる ネガティブ オーラ 強い 感染力 人 伝染 し しまう 自分 最高 幸せ なる の 大事 意外 自分 幸せ なる こと 他人 幸せ する 鍵 する 自己 中 幸せ 第一歩,1
1237,190,本当に 申し訳 あり 鬼のよう 反省 し い,1
1238,191,何 0 0 始める とき 必ず 批判 つきまとう 雑音 シャットアウト し 誰 自分 自分 やっ てる 事 信じ 誇り 思う 必要 ある 批判 する 奴 所詮 外野 自分 同じ ステージ 立っ もの 言う 権利 そんな 人 言葉 受け取る 値し,1
1239,192,電車 揺ら れ 花束みたいな恋をした,1
1240,193,君 なん あり の,1
1241,194,誰 内面 ゴミ,1
1242,195,目先 小さい 利益 眼中 ない 俺 ら 起こす の 革命,1
1243,196,勝っ 驕ら 調子 乗り 自分 親父 教え くれ 常に 大切 し てる 言葉 樂樂,1
1244,197,本当に おめでとう いつか コラボ さ せ いただける よう 自分たち 精進 し,1
1245,198,本当に 怖い の 他 YouTuber 今 結果 慢心 し サボっ 自分たち あたかも 売れ 錯覚 する 事 勝っ 驕ら ずっと YouTube 始め 頃 メンタリティ 忘れ 手綱 引き締め 続ける,1
1246,199,初心 忘れる これ 0 番 重要 0 番 難しい こと 俺 ら ルーツ 地元 ノリ どこ 行っ これ 命,1
1247,200,調子 いい 時 気 引き締める 目標 高く 鼻 伸ばし 地 足 つけ 真摯 YouTube 向き 合う 腰 低い 天狗 スタイル,1
1248,201,昨日 会議 なしっ 方向 なら,1
1249,202,0 月 過去 0 デカ い コラボウィーク ぶち込む 予定 考え ワクワク する YouTube 界 革命 起こる,1
1250,203,日本 獲る 世界 獲 っ き 下さい,1
1251,204,だいぶ 手のひら 返さ せ つもり 未だに TikTok アンチ コメント くる まだまだ 獲 甲斐 ある,1
1252,205,本当は 求め てる ん でる 狼狼,1
1253,206,昔 タイ 行っ 時 崖 落ち 肘 擦りむい 骨 見え 事 あっ ん 骨 イケメン いつか 細胞 どれ イケメン 調べ もらい 研究者 繋がり,1
1254,207,お誕生日おめでとう ござい,1
1255,208,最近 僕 写真 Tinder 出会い系 アプリ 無断 使用 さ れ い この レベル イケメン 出会い系 市場 ぶち込む こと 生態系 崩壊 可能性 しっかり 考え 上 やっ いる の アリ 穴 虎 放っ いる よう もの,1
1256,209,夢 叶える の 必要 力 沢山 ある 思う その 中 無視 する 能力 すごい 大切 思う 何 新しい 事 始める 周り 友達 反対 さ れ 知ら 人 批判 さ れる いかに それ 無視 できる 重要 夢 聖域 邪魔者 決して 介入 さ せ いけ,1
1257,210,綾 外 サバサバ 樂,1
1258,211,これから どんなに 有名 なっ 人気 なっ ブランド 始めよ テレビ 出よ YouTube 誠心誠意 向き合う どれ 生き残る の 厳しい 業界 分かっ いる 生き残る ため 動画投稿 じゃなくて 日本 獲る ため 動画投稿 し いく,1
1259,212,形 なっ 熱い 樂樂,1
1260,213,きゃ,1
1261,214,洋服の青山 CM やり,1
1262,215,めっちゃ イイ,1
1263,216,YouTube 何 届け ん 考え 時 結局 俺 地元 ノリ 好き それ 届け ん 思っ 単純 爆笑 できる 思い出 将来 夢 お互い 応援 し 合う そんな ポジティブ 関係 性 YouTube 全国 伝え 少し 地元 ノリ 誰か 人生 動かし 世界 変え 胸 張れる,1
1264,217,お誕生日おめでとう,1
1265,218,笑笑,1
1266,219,俺 ら 日本 獲る コム ドット 革命,1
1267,220,熱い,1
1268,221,あっちゃん カッケェ,1
1269,222,アイドル プロデューサー ぶる,1
1270,223,一瞬 ヒヤッと し これから YouTube 界 一緒 盛り上げ いき,1
1271,224,革命 全 国民 告ぐ コム ドット YouTube 界 ひっくり返す 全員 つい 来い 俺 ら 日本 獲る,1
1272,225,フジ くん カッケェ,1
1273,226,全然 ゆっくり でき とりあえず 一 回 地元 友達 お酒 飲ん ブッ 潰れ 明日 頑張る,1
1274,227,うだ ちゃん ありがと いつか 一緒 釣り しよ,1
1275,228,BOZ さん 最高 いつも お祝い メッセージ ありがとう,1
1276,229,朝 起き 沢山 DM LINE お祝い メッセージ 見 コム ドット 0 万 人 いったん 実感 し 本当に とんでも 数 人 応援 あっ ここ 来れ 死ぬ 忙しく ここ 何 余裕 なかっ 今日 コム ドット 心 底 ゆっくり 誇り みんな 本当に ありがとう,1
1277,230,ありがとう 動画 名前 出し くれ めちゃくちゃ 嬉しかっ,1
1278,231,ゆい さ ありがとう コラボ し くれ ありがとう,1
1279,232,こ やっき ー さん ありがとう 売れ い 時期 沢山 アドバイス くださっ 動画 誘い 下さっ ありがとう,1
1280,233,ヒロト ありがとう 東京 来 沢山 美味しい もの 食べよ な! ヒロト 会計,1
1281,234,ぎし ありがとう ゲーム 辞め 目 イ なくなる の 樂樂,1
1282,235,綾 ちゃん ありがとう 俺 毎日動画 見 モチベーション もらっ てる 今年 完全 俺 ら 年 しよう,1
1283,236,きょう きょう ありがとう 動画 一緒 撮れ めっちゃ いい 思い出,1
1284,237,けいすけ 君 ありがとう 何回 何回 助け もらっ ドデカイ 恩 あり 今年 YouTube 一緒 ジャック し やり,1
1285,238,はん 君 ありがとう こっ とんでも スピード 上 あがる ちゃんと 着い き 下さい,1
1286,239,るな ちゃん ありがとう YouTube 一緒 撮ろ,1
1287,240,もっち ゃんありがとう ボコボコ する 覚悟 し とき 樂,1
1288,241,徳川 ちゃん ありがとう 一緒に YouTube 撮ろ,1
1289,242,みゆ ちゃん ありがとう YouTube 盛り上げよ,1
1290,243,ありがとう,1
1291,244,もう少し 目標 チャンネル 登録 0 万人 通過 点 分かっ いる 今日 命 削っ 一緒 頑張っ 来 仲間 ずっと 側 応援 し くれ 家族 友達 ここ 応援 し くれ みんな 一緒 この 瞬間 祝い みんな 最高 瞬間 し,1
1292,245,素敵 心 持っ てる フォロワー 皆さん チャンネル 登録 0 万 人 祝う 準備 よろしくお願いします,1
1293,246,昨日 忠告 ツイート し DM コメント欄 誹謗中傷 メッセージ 沢山 来 て この 後 及ん そんな 事 し てる うんこ それなり 対応 し この ツイート 以降 誹謗中傷 コメント DM し 来 た人 徹底的 アカウント 晒し 上げる よろしく,1
1294,247,その 人 事 ほんの 0% 知ら の 決めつけ よう 批判 的 コメント する の シンプル ダサい 嫉妬 何 当事者 傷つけ いい 権利 誰 ない 自分 不愉快 動画 見 ダメ ん わざわざ 批判 的 コメント 人 傷つける 必要性 ある ん,1
1295,248,チャンネル 登録 0 万 人 毎日 死ぬ 忙しい キツ い 楽しい 圧勝 し てる 客観的 見 どんな 数字 達成 しよう 喜び し 満足 し コム ドット ハングリー 感じ ゾクゾク する 今週 中 0 万 人 壁 ぶち壊す,1
1296,249,あ むぎ りの パジャマ パジャマ 感 強 すぎる 件,1
1297,250,裏切り みたい 雰囲気 出す,1
1298,251,今日 0 年 最初 コラボウィーク 終わり どの クリエイター 会っ 優しく 仕事 スイッチ 持っ て シンプル 一緒に 動画 作り でき 楽しかっ この 年 なっ こんなに 友達 増える 思わ 絶対 負け られ ライバル 増え バイブス 鬼 上がっ こっ ギア もう 一 個 あげる,1
1299,252,塩酸 お願い し,1
1300,253,僕たち 洗う わき 君 0時 間 洗っ 下さい,1
1301,254,前半 文章 固く 草,1
1302,255,今日 夜 動画 0 人 こと 話し 見 いただける ありがたい,1
1303,256,結構 カッコ つけ,1
1304,257,退か 恐れ 省み,1
1305,258,俺 発言 来れ 人 いる 噂 聞い 日本 未来 心配 そろそろ 義務教育 教科 やまと ツイート 加える,1
1306,259,最近 YouTube 投稿 時間 遅れ て みんな 心配 さ せ しまっ ごめんなさい 相変わらず オフ なし 鬼 撮影 編集 毎日 目標 向かっ 確実 手応え 感じ YouTube でき い 今月 ラスト 皆んな 楽しん もらえる よう コラボウィーク 組ん いる お 楽しみ 樂,1
1307,260,この 勢い 全て 飲み込む YouTube 全 集中,1
1308,261,BOZ さん お祝い ありがとう,1
1309,262,ずっと 夢見 急上昇 0 位 地元 ノリ 全国 スローガン 活動 し き 子供 頃 やっ た遊び 急上昇 0 位 獲 っ こと 本当に 感慨深い 絶対 この 勢い 逃がさ 絶対 日本 獲る コム ドット 急上昇 0 位,1
1310,263,スキマスイッチ 歌詞 みたい,1
1311,264,俺 こと ん 思っ ん,1
1312,265,オープニング カレー 話 大人 お 店 話 脱線 し 大 盛り上がり し のち 大食い 企画 全然 食べ の 正義 し 最終的 ナン ダジャレ 言っ 終わっ 動画 急上昇 載り 0 年間 地元 ノリ 死ぬ やり 続け 結果 形 見え 心 嬉しい,1
1313,266,新成人 皆さん これから 挑戦 する 度 頭ごなし 否定 し くる 奴 必ず 現れ コム ドット お前 ら 無理 沢山 言わ れ 無視 し 続け 今 あり 肝心 の 挑戦 する の 自分 事 他人 雑音 耳 貸す 必要 ない キツ く なっ コム ドット 動画 見 下さい,1
1314,267,0 年 前 成人式 学校 代表 スピーチ し 当時 チャンネル 登録 0 人 絶対 売れる 心 底 啖呵 切り 0 年 経っ チャンネル 登録 0 万人 いる 立派 チャンネル なり 新成人 皆さん 人生 賭け 何 挑戦 し 下さい 僕たち 少し 先 走っ 背中 見せ,1
1315,268,どっち 派,1
1316,269,動画 集まっ アンチ エンタメ 昇華 さ せ YouTube 急上昇 かっ さらう コム ドット 無敵 すぎ 我 涙 出そ,1
1317,270,別に この 企画 絶賛 し 欲しい わけ やっぱり 年末年始 殺し 寝る 間 惜しん 作っ 作品 つまんない ヤラセ 言葉 一蹴 さ れる やっぱり 悔しい いくら エンターテイメント 言え 言葉 受け取る の 人間 こと SNS やっ てる 理解 し おく,1
1318,271,全 動画 概要 欄 しっかり 書い てる 読ん,1
1319,272,今回 企画 構成 する 大好き 海外ドラマ プリズンブレイク 見 た事 本当に 役に立っ 映像 取り 方 BGM 使い方 今 コム ドット ない 雰囲気 作り する こと こだわっ 動画 編集 し みんな どっち 勝っ 欲しい 樂樂,1
1320,273,フォロワー 0 0 人 ありがとう チーム 自分 奮い立た せる ため 自分 言動 戒める ため ツイート し 自分 言葉 勇気 与え られ 何 始める キッカケ なっ い 嬉しい 売れ 時期 ツイート 内容 変わっ て 自分 かっこよく 仕方,1
1321,274,創作物 あれ 似 てる 思っ 時 パクリ 言葉 出 き しまう 人 物 作り 基本 分かっ い バスケで 好き 選手 フォーム 真似 し てる 途中 だんだん 自分 合っ フォーム 変わっ いく よう 物 作り 真似 し いる 段階 オリジナリティ 生まれ くる,1
1322,275,0 年 前 0 日 かけ 作っ 動画 0回 再生 今 では 0 日 0 万 回 再生 とれる YouTuber なっ こと 本当に 誇らしい トーク レベル 編集 クオリティ あがっ てる 動画 撮っ 編集 する 行為 自体 変わっ なく 感慨深い みんな 期待 いい 意味 裏切る ため 編集 頑張り,1
1323,276,あけましておめでとうございます 体 ぶっ 壊れ 精神 崩壊 し 何がなんでも 日本 獲る ため この 0 年 生きる 0 年 コム ドット 年 しよ,1
1324,277,じゃー 0 年 人生 最高 0 年 来年 コム ドット 年 する よろしく,1
1325,278,よく 考え 毎日 友達 仕事 し ん 鬼 最高 人生,1
1326,279,言っ こと 必ず やり 抜く 集団 コムドットチャンネル 登録 0 万人 突破 来年 確実 俺 ら 年 する,1
1327,280,メリークリスマス イブ イベント 全力 楽しむ タイプ コム ドット,1
1328,281,顔 大きく 前 見え ありがたい,1
1329,282,何 やり 思っ 時 選択肢 常に 0 周り くだらない 意見 し くる 弱い 自分 言い訳 探す 前 行動 する 悩む 時間 動く 時間 変え 瞬間 人生 変わる,1
1330,283,動画 絶対 見,1
1331,284,0 週間 前 いつか 会っ 絶対 殴っ やる 決めて た人 大好き 先輩 変わり 動画 しよ 言っ くれ その 器 デカ さ 完全 喰らい いつか みっき ー 君 コム ドット やばいっ 言っ もらえる よう クソ 頑張り あ 鼻 つか よう 頑張り,1
1332,285,動画 バカ おもろい 是非 見 ください,1
1333,286,YouTuber 中 0 番 好き 相馬 トランジスタ さん コラボ さ せ いただき どこ 入っ 力 発揮 できる キャラクター 見 昔 憧れ い 一緒に 動画 撮っ 改めて 凄い 人 実感 し 親戚 おば ちゃん これから 可愛 がっ もらい 思い YouTube ドリーム,1
1334,287,成功 失敗 全て 作戦 通り,1
1335,288,大事 こと 意味 樂,1
1336,289,やら 言い訳 できる 理由 探す 用 何 目 向ける 0度 見える 景色 変わっ くる 決断 する 時間 経過 すれ する 言い訳 探し しまう 思い立っ 即 行動 移す シンプル これ 人生 エッセンス,1
1337,290,メンタル 経験 ポテンシャル 武装 し てる 唾吐き みたい アンチ 雑音 俺 全く 響か,1
1338,291,謙虚 年内 0 万 人 ハードル 高い 目標 達成 でき の 嬉しい 決して これ 満足 し あくまで 目指す 日本 獲る こと もっと ハングリー もっと 真摯 YouTube 向き合っ いき,1
1339,292,巻き込み事故,1
1340,293,目標 夢 叶う 叶わ 問題 達成 する 叶える 決めて 行動 する こと 現実 的 予定 変わる,1
1341,294,これから 溺愛 よろしくお願いします,1
1342,295,これから ゴリゴリ YouTube 盛り上げ いく チャンネル 登録 よろしくお願いします,1
1343,296,一昨日 発言 お 騒がせ し ファン みんな 心配 かけて 申し訳ない 漢 自分 発言 責任 持た いけ 全て 結果 示し いく 決め い 改めて 全 YouTube クリエイター リスペクト し 上 俺 ら コム ドット 日本 獲 いき コムドットリーダー やまと,1
1344,297,そろそろ グイッ 言わ れ,1
1345,298,コム ドット こと 大好き みんな 大好き これから 仲間 俺 たち こと 支え 下さい,1
1346,299,宣戦布告 全 YouTuber 告ぐ コム ドット 通る 道 あけろ 俺 ら 日本 獲る,1
1347,300,改め チャンネル 登録 0 万人 突破 Twitter トレンド 0 位 獲 れ ここ 簡潔 有言実行 し コム ドット 最高 イケてる それ 支え くれ ファン みんな 最高 イケてる 本当に ありがとう コム ドット 有言実行,1
1348,301,重要 明日 コム ドット 確実 0 万人 達成 し そこ 明日 コムレンジャー みんな Twitter ジャック し 考え 0 万 人 いっ 後 コム ドット 有言実行 ハッシュタグ つけ お祝い 投稿 お願い し みんな 最高 瞬間 祝っ ください,1
1349,302,遅 ぇよ 時代 もっと 俺 ら 追いつい こい,1
1350,303,いくら 波 乗っ 有名 なっ いつか オワコン 言わ れる 日 来 俺 この 0 人 楽しい 動画 作る スタンス 変え 頂上 手 伸ばす,1
1351,304,昨日 久しぶり めちゃくちゃ お酒 飲み 改めて なる この 0 人 YouTube 活動 でき 本当に 幸せ 年内 チャンネル 登録 0 万 人 目標 達成 し めちゃくちゃ 飲ん 潰れ 0 月 ぶっ飛ばし いこ,1
1352,305,絶対 コラボ 動画 見 ください,1
1353,306,アバンティーズ コラボ さ せ いただき YouTube 始める 前 見 た人 たち 一緒に 動画 撮れ 直接 YouTube 姿勢 見れ 最高 気分 もっともっと 成り上がっ 先輩 達 恩返し し,1
1354,307,0% ぶっちぎり コム ドット,1
1355,308,最高 後輩 でき 訳 つま先 つむじ 良い 人 惚れ しまい,1
1356,309,良い コメント アンチ コメント エンターテインメント やっ てる 以上 大抵 受け入れる 俺 コム ドット チャンネル 家 思っ てる 遊び 来 くれ 人 家主 嫌 気分 なる コメント ゴンゴン 消し ゴミ 掃除 一緒 感覚 これ だいぶ 大きめ ゴミ 晒し とく,1
1357,310,コム ドット 事 応援 し 思っ くれ 時点 あなた 俺 ら 仲間 0 万 人 いっ 欲しい じゃなくて 一緒に 0 万 人 いこ スタンス 応援 よろしくお願いします,1
1358,311,やっと 時代 追い 着い きた まだまだ 全然 足り 0 万人 達成 し 0 万人 達成 し 絶対 満足 し 目標 日本 獲る こと,1
1359,312,純粋 メンバー 0 人 童貞 卒業 過去最多 高 評価 つくっ コム ドット 時代 来てん 思う 共に ファン みんな あったかい 嬉しく なっ 今日この頃 樂樂,1
1360,313,いい 感じ 樂樂,1
1361,314,祝 0 万 人 最強 コム ドット 最強 0 万 人 仲間 ついてる 思う 本当に 心強い 最高 気分 この 勢い 絶対 止め 年内 0 万 人 突っ走り,1
1362,315,YouTube 始め 理由 どの YouTuber 俺 ら 地元 ノリ おもろい 思っ その 芯 ぶら さ ここ 本気 YouTube し き 景色 少し 変わっ き まだ 足り 地元 ノリ 日本 獲る 震える カッコ いい 頑張る,1
1363,316,やっと 時代 追いつい き まだまだ 足り,1
1364,317,コム ドット 0 万人 目指し てる わけ 俺 ら 最強 イケてる し 既に 俺 ら 知っ てる みんな 最高 イケてる みんな 年内 0 万人 達成 し みんな 祝お,1
1365,318,急上昇 0 位 載り マグレ ない 確実 実力 俺 ら ある このまま 勢い 乗っ 年内 0 万 人 ぶち 抜い いこ,1
1366,319,YouTuber 企業 案件 やっ 叩か れる 風潮 自体 おかしい 俺 ら お金 稼ぎ 言う よう し てる 動画 面白く なる 本末転倒 コム ドット パワーアップ し 動画 作れる 最強 案件 主 さん お仕事 待っ,1
1367,320,そら 君 飲ま せ もらっ 時 生意気 目標 日本 獲る こと 伝え まっすぐ 目 日本 獲 来い 言っ もらえ 今 上の 人たち 見 られ てる 分から めちゃくちゃ 嬉しかっ 先輩 たち 創り 上げ 土俵 上 暴れ ま 回ら せ いただき,1
1368,321,コム ドット ファン 濃い よく 言わ れる 俺 コム ドット 味方 沢山 いる YouTuber 思っ ファン 一緒に 日本 獲る 仲間 思っ 0 万 人 絶対 達成 しよ,1
1369,322,この チャンネル 登録者 数 今 コム ドット 勢い まだまだ 足り 俺 ら こんな もんじゃ ない もっともっと 上 いける 上 いる YouTuber 敵,1
1370,323,人気投票 企画 やっ 思っ ファン みんな コム ドット 本当に 細かい ところ 見 くれ い 0 人 こと 好き い くれ めちゃくちゃ 最高 環境 YouTube でき てる 再 確認 し いつも 応援 ありがとう 必ず 日本 0 連れ いく 年内 0 万 人 みんな ぶち 抜こ,1
1371,324,言霊 今月中 チャンネル 登録 0 万人 突破,1
1372,325,#ハッシュタグ やり方 勉強 し 下さい,1
1373,326,どんなに 有名 なっ スタンス 変え 自分たち 0 番 オモロイ 0 番 イケてる 他 YouTuber 敵 悪かっ 思っ 道 あけ もらう コム ドット 絶対 日本 獲る,1
1374,327,0 月 YouTube 集中 あと 0 ヶ月 0 万 人 全力 やる こと やる 応援 よろしくお願いします,1
1375,328,宇陀 ちゃん 卒業 おめでとう 少し 寂しい 東京 来 時 遊ぼ,1
1376,329,絶対 ニヤ いけ 美女 飲み会 マジで 面白 すぎ wwwwww フル こちら,1
1377,330,あえて いう コム ドット メンバー 生まれつき 特出 し 才能 あっ 奴 0 人 い 思う 目標 立て 誰 貪欲 真摯 努力 し 今 結果 つい き てる 思う 誰 できる 誰 やる,1
1378,331,最高,1
1379,332,ライバル ぶち 抜き いき,1
1380,333,時代 流れ 自分たち 引き寄せる やっぱり コム ドット すげ ぇ,1
1381,334,コラボ した 0 組 中 0 組 急上昇 載る 最高 流れ チャンネル 登録 し て 人 視聴 急上昇 関わっ くる 友達 拡散 高 評価 よろしくお願いします,1
1382,335,バカ 楽しかっ,1
1383,336,今日 YouTube 界 レジェンド コラボ さ せ いただき 今 体 芯 震え てる 緊張 し 面白い 動画 撮れ 本気 YouTube やってき よかっ なっ 思える 日 なり 0 月 0 日 お 楽しみ,1
1384,337,サレンダー ヤバい 笑笑,1
1385,338,0 年 ぶり 黒髪 センター パート,1
1386,339,有名人 いい 人 見本 なる 傲慢 押し 付け 思う 言い こと 言え なる の 嫌 事務所 作っ わけ これ こら トップ 登っ この スタンス 変える つもり 毛頭ない,1
1387,340,盗撮 家 前 出待ち する 人 最近 増え き 本気 やめ 欲しい 俺 有名人 何 し いい みたい クソ 気持ち 悪い 風潮 大嫌い 会い オフ会 来 くれれ 全力 応じる ファン 常識 ある 行動 よろしくお願いします,1
1388,341,今月中 0 万 人 いこう 強気 いこ,1
1389,342,昔 思っ てる どこ YouTuber 負ける 気 しない 強気 0 万 人 目指し,1
1390,343,俺 触れ エグ くない,1
1391,344,色んな 人 巻き込ん 上 登っ く 感じ たまらなく 気持ちいい コラボウィーク 激 アツ お 楽しみ,1
